Brand,Year,Model,Title,UsedOrNew,Transmission,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,CylindersinEngine,BodyType,Doors,Seats,State,Cylinders,Capacity
Ford,2018,Ranger,2018 Ford Ranger XL 3.2 (4X4),USED,Automatic,4WD,Diesel,8.7,101158.0,White / -,5 cyl,Ute / Tray,2 Doors, 2 Seats,VIC,5.0,3.2
Mazda,2021,CX-5,2021 Mazda CX-5 Maxx Sport (fwd),USED,Automatic,Front,Unleaded,6.9,17765.0,Grey / -,4 cyl,SUV,4 Doors, 5 Seats,VIC,4.0,2.0
Toyota,2013,Estima,2013 Toyota Estima Aeras,USED,Automatic,Front,Unleaded,7.6,146861.0,White / Black,-,Commercial,missing_dr,missing_seats,NSW,4.0,2.2
Mitsubishi,2022,Outlander,2022 Mitsubishi Outlander LS 7 Seat (awd),NEW,Automatic,AWD,Unleaded,8.1,10.0,White / -,4 cyl,SUV,4 Doors, 7 Seats,VIC,4.0,2.5
Holden,2011,Commodore,2011 Holden Commodore SV6,USED,Automatic,Rear,Unleaded,10.1,209985.0,Black / Black,6 cyl,Sedan,4 Doors, 5 Seats,VIC,6.0,3.6
Mercedes-Benz,2015,GLE450,2015 Mercedes-Benz GLE450 AMG 4Matic,USED,Automatic,AWD,Premium,9.4,122231.0,Blue / Black,6 cyl,SUV,4 Doors, 5 Seats,VIC,6.0,3.0
Audi,2018,Q7,2018 Audi Q7 3.0 TDI Quattro (160KW),USED,Automatic,AWD,Diesel,5.9,156322.0,Silver / Black,6 cyl,SUV,4 Doors, 7 Seats,QLD,6.0,3.0
Mitsubishi,2015,Lancer,2015 Mitsubishi Lancer XLS,USED,Automatic,Front,Unleaded,8.5,113986.0,Red / Black,4 cyl,Sedan,4 Doors, 5 Seats, WA,4.0,2.4
Volkswagen,2017,Polo,2017 Volkswagen Polo 70TSI Trendline,USED,Manual,Front,Premium,7.6,130846.0,White / -,-,Hatchback,missing_dr,missing_seats,QLD,4.0,2.2
Mazda,2018,BT-50,2018 Mazda BT-50 XT (4X4),USED,Manual,4WD,Diesel,8.9,89520.0,White / -,5 cyl,Ute / Tray,4 Doors, 5 Seats,NSW,5.0,3.2
Toyota,2018,Corolla,2018 Toyota Corolla Ascent Sport,USED,Automatic,Front,Unleaded,6.1,65490.0,Blue / Grey,4 cyl,Hatchback,5 Doors, 5 Seats,NSW,4.0,1.8
Kia,2019,Optima,2019 Kia Optima SI,USED,Automatic,Front,Unleaded,8.3,54300.0,Silver / -,4 cyl,Sedan,4 Doors, 5 Seats,NSW,4.0,2.4
Audi,2007,A4,2007 Audi A4 2.0 Tfsi,USED,Automatic,Front,Premium,8.3,168901.0,Silver / Black,4 cyl,Sedan,4 Doors, 5 Seats,NSW,4.0,2.0
Mitsubishi,2010,Lancer,2010 Mitsubishi Lancer ES,USED,Automatic,Front,Unleaded,8.2,158011.0,Red / Grey,4 cyl,Sedan,4 Doors, 5 Seats,NSW,4.0,2.0
Holden,2016,Colorado,2016 Holden Colorado LS (4X4),USED,Automatic,4WD,Diesel,9.1,186650.0,White / -,4 cyl,Ute / Tray,2 Doors, 2 Seats,NSW,4.0,2.8
Ford,2012,Falcon,2012 Ford Falcon G6 Ecoboost,USED,Automatic,Rear,Unleaded,8.5,134455.0,Silver / -,4 cyl,Sedan,4 Doors, 5 Seats, SA,4.0,2.0
Isuzu,2016,D-MAX,2016 Isuzu D-MAX LS-M HI-Ride (4X4),USED,Manual,4WD,Diesel,8.3,165110.0,White / Grey,4 cyl,Ute / Tray,4 Doors, 5 Seats, WA,4.0,3.0
Toyota,2020,RAV4,2020 Toyota RAV4 GX 2WD Hybrid,USED,Automatic,Front,Hybrid,4.7,62032.0,White / Black,4 cyl,SUV,5 Doors, 5 Seats,VIC,4.0,2.5
Suzuki,2018,Every,2018 Suzuki Every,USED,Automatic,Other,-,7.6,114059.0,White / Grey,-,missing_btc,missing_dr,missing_seats,VIC,4.0,2.2
Toyota,2010,Estima,2010 Toyota Estima G Hybrid,USED,Automatic,Other,Premium,7.6,118879.0,Black / Beige,-,Wagon,missing_dr,missing_seats,VIC,4.0,2.2
Nissan,2011,X-Trail,2011 Nissan X-Trail ST (4X4),USED,Automatic,4WD,Unleaded,9.1,180393.0,White / -,4 cyl,SUV,4 Doors, 5 Seats, SA,4.0,2.5
Holden,2005,Commodore,2005 Holden Commodore SV6,USED,Automatic,Rear,Unleaded,7.6,315425.0,Red / Black,-,missing_btc,missing_dr,missing_seats,VIC,4.0,2.2
Mitsubishi,2016,Pajero,2016 Mitsubishi Pajero Sport GLX (4X4),USED,Automatic,4WD,Diesel,8.0,229776.0,Silver / -,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,2.4
Toyota,2021,C-HR,2021 Toyota C-HR Koba (2WD) Hybrid,USED,Automatic,Front,Hybrid,4.3,23324.0,Silver / Black,4 cyl,SUV,4 Doors, 5 Seats, WA,4.0,1.8
Ford,2012,Territory,2012 Ford Territory TS (rwd),USED,Automatic,Rear,Diesel,8.2,159685.0,Blue / Grey,6 cyl,SUV,4 Doors, 7 Seats,NSW,6.0,2.7
Mitsubishi,2010,Challenger,2010 Mitsubishi Challenger LS (5 Seat) (4X4),USED,Manual,4WD,Diesel,8.3,242529.0,Grey / -,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,2.5
Hyundai,2000,Accent,2000 Hyundai Accent GL,USED,Automatic,Front,Unleaded,7.8,217162.0,Grey / Grey,4 cyl,Hatchback,5 Doors, 5 Seats,VIC,4.0,1.5
Nissan,2014,Navara,2014 Nissan Navara ST-R (4X4),USED,Manual,4WD,Diesel,9.2,145731.0,Blue / -,4 cyl,Ute / Tray,4 Doors, 5 Seats,NSW,4.0,2.5
Toyota,2017,Hilux,2017 Toyota Hilux SR5 (4X4),USED,Manual,4WD,Diesel,7.6,153203.0,White / Black,4 cyl,Ute / Tray,4 Doors, 5 Seats,QLD,4.0,2.8
Hyundai,2021,I30,2021 Hyundai I30,USED,Automatic,Front,Unleaded,7.4,33454.0,White / Black,4 cyl,Hatchback,5 Doors, 5 Seats,QLD,4.0,2.0
Mazda,2018,3,2018 Mazda 3 Maxx Sport,USED,Automatic,Front,Unleaded,5.8,81747.0,Grey / -,4 cyl,Hatchback,5 Doors, 5 Seats, SA,4.0,2.0
Audi,2018,Q5,2018 Audi Q5 2.0 TDI Quattro Sport,USED,Automatic,AWD,Diesel,5.5,70572.0,Silver / Black,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,2.0
Toyota,2017,Landcruiser,2017 Toyota Landcruiser VX (4X4),USED,Automatic,4WD,Diesel,9.5,172550.0,Silver / -,8 cyl,SUV,4 Doors, 7 Seats,NSW,8.0,4.5
Volkswagen,2019,Tiguan,2019 Volkswagen Tiguan 162 TSI Highline,USED,Automatic,AWD,Premium,8.1,43569.0,Silver / Leather,4 cyl,SUV,4 Doors, 5 Seats,QLD,4.0,2.0
Mitsubishi,2017,Triton,2017 Mitsubishi Triton GLS (4X4),USED,Automatic,4WD,Diesel,7.6,188584.0,Grey / Black,4 cyl,Ute / Tray,4 Doors, 5 Seats,NSW,4.0,2.4
Holden,2017,Astra,2017 Holden Astra R,USED,Automatic,Front,Premium,5.8,65082.0,Red / Grey,4 cyl,Hatchback,5 Doors, 5 Seats,QLD,4.0,1.4
Toyota,2005,Corolla,2005 Toyota Corolla Ascent Seca,USED,Automatic,Front,Unleaded,7.8,257811.0,Blue / -,4 cyl,Hatchback,5 Doors, 5 Seats,NSW,4.0,1.8
Renault,2016,Kangoo,2016 Renault Kangoo 1.6 SWB,USED,Automatic,Front,Unleaded,8.2,119410.0,White / Grey,4 cyl,Commercial,3 Doors, 2 Seats,QLD,4.0,1.6
Toyota,2021,Kluger,2021 Toyota Kluger Grande Hybrid AWD,USED,Automatic,AWD,Hybrid,5.6,25634.0,Black / Black,4 cyl,SUV,5 Doors, 7 Seats,VIC,4.0,2.5
Mitsubishi,2019,Eclipse,2019 Mitsubishi Eclipse Cross LS (2WD),USED,Automatic,Front,Unleaded,7.3,63501.0,White / -,4 cyl,SUV,4 Doors, 5 Seats,VIC,4.0,1.5
Toyota,2019,RAV4,2019 Toyota RAV4 GX AWD Hybrid,USED,Automatic,AWD,Hybrid,4.8,136608.0,White / Grey,4 cyl,SUV,5 Doors, 5 Seats,NSW,4.0,2.5
Land,2013,Rover,2013 Land Rover Discovery 4 3.0 TDV6,USED,Automatic,4WD,Diesel,8.8,159558.0,White / Black,6 cyl,SUV,4 Doors, 5 Seats,NSW,6.0,3.0
Toyota,1999,Camry,1999 Toyota Camry CSI,USED,Automatic,Front,Unleaded,11.5,96582.0,Yellow / Beige,6 cyl,Wagon,4 Doors, 5 Seats,VIC,6.0,3.0
Toyota,2013,Rav,2013 Toyota Rav 4 GXL AWD,USED,Automatic,Other,Diesel,7.6,111300.0,Grey / Black,-,Wagon,missing_dr,missing_seats,NSW,4.0,2.2
BMW,2007,3,2007 BMW 3 Series 25i,USED,Automatic,Rear,Unleaded,7.6,140789.0,Black / -,-,missing_btc,missing_dr,missing_seats,TAS,4.0,2.2
Ford,2017,Ranger,2017 Ford Ranger XL 2.2 HI-Rider (4X2),USED,Automatic,Rear,Diesel,7.5,33044.0,White / -,4 cyl,Ute / Tray,4 Doors, 5 Seats, WA,4.0,2.2
Volkswagen,2018,Tiguan,2018 Volkswagen Tiguan Allspace 140 TDI Highline,USED,Automatic,AWD,Diesel,6.0,82204.0,Grey / Black Cloth,4 cyl,SUV,4 Doors, 7 Seats,ACT,4.0,2.0
Mitsubishi,2014,Pajero,2014 Mitsubishi Pajero Exceed LWB (4X4),USED,Automatic,4WD,Diesel,9.0,218301.0,White / -,4 cyl,SUV,4 Doors, 7 Seats,VIC,4.0,3.2
Alfa,2017,Romeo,2017 Alfa Romeo Giulietta Veloce TCT,USED,Automatic,Front,Premium,6.8,52820.0,Red / -,4 cyl,Hatchback,5 Doors, 5 Seats, WA,4.0,1.7
Nissan,2018,Pathfinder,2018 Nissan Pathfinder TI (4X4),USED,Automatic,4WD,Premium,10.1,70146.0,Red / Leather,6 cyl,SUV,4 Doors, 7 Seats,ACT,6.0,3.5
Mazda,2006,MX-5,2006 Mazda MX-5,USED,Manual,Rear,Premium,8.5,196657.0,Grey / Grey,4 cyl,Convertible,2 Doors, 2 Seats,VIC,4.0,2.0
Nissan,2022,Qashqai,2022 Nissan Qashqai,DEMO,-,Other,Unleaded,7.6,4456.0,Grey / -,-,Wagon,missing_dr,missing_seats, WA,4.0,2.2
Volkswagen,2019,Tiguan,2019 Volkswagen Tiguan 162 TSI Highline,USED,Automatic,AWD,Premium,8.1,72272.0,Black / -,4 cyl,SUV,4 Doors, 5 Seats,QLD,4.0,2.0
Toyota,2019,Camry,2019 Toyota Camry Ascent,USED,Automatic,Front,Unleaded,7.8,50216.0,Blue / -,4 cyl,Sedan,4 Doors, 5 Seats,VIC,4.0,2.5
Ford,2017,Ranger,2017 Ford Ranger XLT 3.2 (4X4),USED,Automatic,4WD,Diesel,9.0,159988.0,Blue / Black,5 cyl,Ute / Tray,4 Doors, 5 Seats,VIC,5.0,3.2
Toyota,2021,Hilux,2021 Toyota Hilux SR5 (4X4),USED,Automatic,4WD,Diesel,7.9,55055.0,Blue / Black,4 cyl,Ute / Tray,4 Doors, 5 Seats,VIC,4.0,2.8
Ford,2013,Focus,2013 Ford Focus Titanium,USED,Automatic,Front,Unleaded,6.7,135100.0,- / -,4 cyl,Hatchback,5 Doors, 5 Seats,NSW,4.0,2.0
Nissan,1999,Pulsar,1999 Nissan Pulsar SSS,USED,Automatic,Front,Unleaded,9.0,168427.0,Blue / -,4 cyl,Hatchback,5 Doors, 5 Seats, SA,4.0,2.0
Mitsubishi,2013,Outlander,2013 Mitsubishi Outlander LS (4X2),USED,Automatic,Front,Unleaded,6.6,106733.0,White / -,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,2.0
Mercedes-Benz,2013,A200,2013 Mercedes-Benz A200 CDI BE,USED,Automatic,Front,Diesel,4.6,105000.0,Silver / Black,4 cyl,Hatchback,5 Doors, 5 Seats,VIC,4.0,1.8
Toyota,2015,Hilux,2015 Toyota Hilux Workmate,USED,Manual,Rear,Diesel,8.1,243878.0,White / -,4 cyl,Ute / Tray,2 Doors, 2 Seats, WA,4.0,3.0
Ford,2018,Ranger,2018 Ford Ranger XL 2.2 HI-Rider (4X2),USED,Automatic,Rear,Diesel,7.5,157298.0,Black / Grey  Cloth,4 cyl,Ute / Tray,4 Doors, 5 Seats,NSW,4.0,2.2
Nissan,2015,X-Trail,2015 Nissan X-Trail ST (fwd),USED,Automatic,Front,Unleaded,7.9,158419.0,White / -,4 cyl,SUV,4 Doors, 5 Seats,VIC,4.0,2.5
BMW,2019,330I,2019 BMW 330I M-Sport,USED,Automatic,Rear,Unleaded,6.4,70658.0,Black / Vernasca Black Leather & Decor Stitching,4 cyl,Sedan,4 Doors, 5 Seats,VIC,4.0,2.0
MG,2022,HS,2022 MG HS Excite,NEW,Automatic,Front,Unleaded,7.3,9.0,Black / Knight Black,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,1.5
Toyota,2016,Tarago,2016 Toyota Tarago GLI,USED,Automatic,Front,Unleaded,8.9,33176.0,White / -,4 cyl,Wagon,4 Doors, 8 Seats,QLD,4.0,2.4
Hyundai,2018,Santa,2018 Hyundai Santa FE Highlander Crdi Dark Burg AWD,USED,Automatic,AWD,Diesel,7.5,59202.0,Blue / Black,4 cyl,SUV,4 Doors, 7 Seats,NSW,4.0,2.2
Volkswagen,2022,Tiguan,2022 Volkswagen Tiguan 110TSI Life,DEMO,Automatic,Front,Premium,7.7,21.0,White / -,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,1.4
Mazda,2023,CX-5,2023 Mazda CX-5 Maxx Sport (fwd),DEMO,Automatic,Front,Unleaded,7.5,1002.0,Grey / -,4 cyl,SUV,4 Doors, 5 Seats,QLD,4.0,2.5
Audi,2016,A4,2016 Audi A4 sport Avant S Tronic,USED,Automatic,Front,Premium,7.6,128300.0,Black / -,-,Wagon,missing_dr,missing_seats,NSW,4.0,2.2
Volvo,2020,XC40,2020 Volvo XC40 T4 Inscription (awd),USED,Automatic,AWD,Premium,8.0,54823.0,Grey / Black,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,2.0
Mercedes-Benz,2014,Sprinter,2014 Mercedes-Benz Sprinter 313CDI Low Roof MWB 7G-Tronic,USED,Automatic,Other,-,7.6,254832.0,White / -,-,Commercial,missing_dr,missing_seats,VIC,4.0,2.2
Mazda,2014,BT-50,2014 Mazda BT-50 XTR (4X4),USED,Automatic,4WD,Diesel,8.9,193374.0,Silver / -,5 cyl,Ute / Tray,4 Doors, 4 Seats,NSW,5.0,3.2
Volkswagen,2021,Tiguan,2021 Volkswagen Tiguan Allspace 162 TSI Highline,USED,Automatic,AWD,Premium,9.0,39391.0,Silver / -,4 cyl,SUV,4 Doors, 7 Seats,NSW,4.0,2.0
Renault,2022,Captur,2022 Renault Captur Intens,USED,Automatic,Front,Premium,6.6,28989.0,White / Black,4 cyl,SUV,4 Doors, 4 Seats, WA,4.0,1.3
Ford,2021,Ranger,2021 Ford Ranger Wildtrak X 2.0 (4X4),USED,Automatic,4WD,Diesel,7.4,54348.0,White / -,4 cyl,Ute / Tray,4 Doors, 5 Seats, WA,4.0,2.0
Toyota,2018,86,2018 Toyota 86 GTS,USED,Automatic,Rear,Premium,7.1,45308.0,Black / Black Cloth,4 cyl,Coupe,2 Doors, 4 Seats,VIC,4.0,2.0
Land,2019,Rover,2019 Land Rover Discovery Sport TD4 (132KW) HSE AWD,USED,Automatic,AWD,Diesel,6.6,74472.0,White / Black,4 cyl,SUV,4 Doors, 5 Seats, WA,4.0,2.0
Toyota,2020,Yaris,2020 Toyota Yaris Ascent Sport,USED,Automatic,Front,Unleaded,4.9,8321.0,Blue / Black,3 cyl,Hatchback,5 Doors, 5 Seats,VIC,3.0,1.5
Mazda,2013,CX-5,2013 Mazda CX-5 Grand Tourer (4X4),USED,Automatic,AWD,Diesel,5.7,146861.0,White / -,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,2.2
Ford,2017,Ranger,2017 Ford Ranger XLT 3.2 (4X4),USED,Automatic,4WD,Diesel,9.0,150002.0,Blue / -,5 cyl,Ute / Tray,4 Doors, 5 Seats,NSW,5.0,3.2
Mazda,2023,CX-5,2023 Mazda CX-5 Maxx Sport (fwd),DEMO,Automatic,Front,Unleaded,7.5,2001.0,Red / Black Cloth,4 cyl,SUV,4 Doors, 5 Seats, SA,4.0,2.5
Volkswagen,2021,Amarok,2021 Volkswagen Amarok TDI580 W580S 4Motion,USED,Automatic,4WD,Diesel,9.5,28925.0,Black / -,6 cyl,Ute / Tray,4 Doors, 5 Seats,QLD,6.0,3.0
Mitsubishi,2020,Outlander,2020 Mitsubishi Outlander LS 7 Seat (awd),USED,Automatic,AWD,Diesel,6.2,50603.0,Grey / Black,4 cyl,SUV,4 Doors, 7 Seats,VIC,4.0,2.3
Mitsubishi,2021,Outlander,2021 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,Front,Unleaded,7.2,47097.0,White / Black,4 cyl,SUV,4 Doors, 7 Seats,NSW,4.0,2.4
Ford,2016,Focus,2016 Ford Focus Trend,USED,Automatic,Front,Unleaded,6.2,104745.0,Grey / -,4 cyl,Hatchback,5 Doors, 5 Seats,QLD,4.0,1.5
LDV,2022,T60,2022 LDV T60 MAX Luxe (4X4),DEMO,Automatic,4WD,Diesel,9.3,15.0,Orange / -,4 cyl,Ute / Tray,4 Doors, 5 Seats,NSW,4.0,2.0
Suzuki,2022,Ignis,2022 Suzuki Ignis GLX,NEW,Automatic,Front,Premium,4.9,5.0,Green / -,4 cyl,SUV,4 Doors, 4 Seats,NSW,4.0,1.2
Isuzu,2017,MU-X,2017 Isuzu MU-X LS-T (4X2),USED,Automatic,Front,Diesel,8.1,137633.0,White / -,4 cyl,SUV,4 Doors, 7 Seats, WA,4.0,3.0
Audi,2014,Q3,2014 Audi Q3 2.0 Tfsi Quattro (125KW),USED,Automatic,AWD,Premium,7.7,104934.0,White / Black,4 cyl,SUV,4 Doors, 5 Seats,VIC,4.0,2.0
Isuzu,2020,MU-X,2020 Isuzu MU-X LS-U (4X4),USED,Automatic,4WD,Diesel,7.9,23503.0,White / Black,4 cyl,SUV,4 Doors, 7 Seats,QLD,4.0,3.0
Holden,2008,Commodore,2008 Holden Commodore SV6,USED,Manual,Rear,Unleaded,11.4,215849.0,Black / Black,6 cyl,Ute / Tray,2 Doors, 2 Seats,NSW,6.0,3.6
Subaru,2017,XV,2017 Subaru XV 2.0I,USED,Automatic,AWD,Unleaded,7.0,82951.0,Silver / Black,4 cyl,SUV,4 Doors, 5 Seats,VIC,4.0,2.0
Lexus,2010,IS250,2010 Lexus IS250 Sports Luxury,USED,Automatic,Rear,Premium,9.7,330147.0,Silver / -,6 cyl,Sedan,4 Doors, 5 Seats,NSW,6.0,2.5
Ford,1998,Falcon,1998 Ford Falcon XR6,USED,Automatic,Rear,Unleaded,12.5,237066.0,Blue / Grey,6 cyl,Sedan,4 Doors, 5 Seats,VIC,6.0,4.0
Mazda,2007,RX-8,2007 Mazda RX-8,USED,Automatic,Rear,Premium,12.2,105536.0,Blue / Black,2 cyl,Coupe,4 Doors, 4 Seats,NSW,2.0,1.3
Subaru,2018,Outback,2018 Subaru Outback 2.5I,USED,Automatic,AWD,Unleaded,7.3,81404.0,Red / Black,4 cyl,SUV,4 Doors, 5 Seats,VIC,4.0,2.5
Kia,2019,Cerato,2019 Kia Cerato S,USED,Automatic,Front,Unleaded,7.4,57917.0,Black / -,4 cyl,Sedan,4 Doors, 5 Seats,VIC,4.0,2.0
Toyota,2022,RAV4,2022 Toyota RAV4 XSE (2WD) Hybrid,USED,Automatic,Front,Hybrid,4.7,8635.0,White / -,4 cyl,SUV,5 Doors, 5 Seats,NSW,4.0,2.5
Mazda,2015,2,2015 Mazda 2 Genki,USED,Manual,Front,Unleaded,5.2,79188.0,Black / Cloth,4 cyl,Hatchback,5 Doors, 5 Seats,NSW,4.0,1.5
Hyundai,2020,I30,2020 Hyundai I30 Active,USED,Automatic,Front,Unleaded,7.4,65224.0,White / Black,4 cyl,Hatchback,4 Doors, 5 Seats,NSW,4.0,2.0
Volkswagen,2019,Tiguan,2019 Volkswagen Tiguan 132 TSI R-Line Edition,USED,Automatic,AWD,Premium,7.5,54648.0,White / Black Grey,4 cyl,SUV,4 Doors, 5 Seats,VIC,4.0,2.0
Toyota,2012,Corolla,2012 Toyota Corolla Ascent Sport,USED,Manual,Front,Unleaded,7.3,155657.0,Silver / Black,4 cyl,Hatchback,5 Doors, 5 Seats,NSW,4.0,1.8
Toyota,2022,C-HR,2022 Toyota C-HR KOBA AWD 1.2L PETROL AUTO CVT WAGON,USED,-,Other,-,7.6,7385.0,White / -,-,Wagon,missing_dr,missing_seats,NSW,4.0,2.2
Toyota,2019,Corolla,2019 Toyota Corolla ZR (hybrid),USED,Automatic,Front,Hybrid,4.2,101256.0,Silver / Black,4 cyl,Hatchback,5 Doors, 5 Seats,VIC,4.0,1.8
Volkswagen,2022,Tiguan,2022 Volkswagen Tiguan Allspace 162TSI Adventure,USED,Automatic,AWD,Premium,7.7,21246.0,Grey / Black,4 cyl,SUV,4 Doors, 5 Seats,TAS,4.0,2.0
Kia,2008,RIO,2008 Kia RIO JB LX Hatchback 5dr Man 5sp 1.4i,USED,Manual,Front,Unleaded,7.6,168737.0,Silver / -,-,Hatchback,missing_dr,missing_seats, WA,4.0,2.2
Kia,2020,Cerato,2020 Kia Cerato S,USED,Automatic,Front,Unleaded,7.4,46601.0,Blue / -,4 cyl,Sedan,4 Doors, 5 Seats, WA,4.0,2.0
Volkswagen,2014,Amarok,2014 Volkswagen Amarok TDI420 (4X4),USED,Automatic,4WD,Diesel,8.3,170132.0,Silver / Black,4 cyl,Ute / Tray,4 Doors, 5 Seats,ACT,4.0,2.0
Holden,2016,Cruze,2016 Holden Cruze Z-Series,USED,Automatic,Front,Unleaded,7.4,68913.0,White / -,4 cyl,Sedan,4 Doors, 5 Seats, SA,4.0,1.8
Skoda,2022,Kamiq,2022 Skoda Kamiq Monte Carlo 110TSI,DEMO,Automatic,Front,Premium,5.6,1577.0,White / -,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,1.5
Toyota,2010,Vellfire,2010 Toyota Vellfire ANH20 Platinum Select,USED,Automatic,Other,Unleaded,7.6,161100.0,Black / -,-,Wagon,missing_dr,missing_seats,VIC,4.0,2.2
Mazda,2014,CX-5,2014 Mazda CX-5 Maxx (4X4),USED,Automatic,AWD,Unleaded,7.4,233563.0,White / Black,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,2.5
Kia,2016,Carnival,2016 Kia Carnival SLI,USED,Automatic,Front,Diesel,7.7,92355.0,Silver / Grey,4 cyl,Wagon,4 Doors, 8 Seats,QLD,4.0,2.2
Toyota,2022,Landcruiser,2022 Toyota Landcruiser LC300 Sahara ZX (4X4),USED,Automatic,4WD,Diesel,8.9,19111.0,White / Black,6 cyl,SUV,4 Doors, 5 Seats, SA,6.0,3.3
Nissan,2012,Micra,2012 Nissan Micra ST,USED,Automatic,Front,Unleaded,6.5,143246.0,Black / Grey,3 cyl,Hatchback,5 Doors, 5 Seats,QLD,3.0,1.2
Hyundai,2022,I30,2022 Hyundai I30 N Premium With Sunroof,DEMO,Automatic,Front,Premium,8.2,2104.0,White / Black,4 cyl,Sedan,4 Doors, 5 Seats,QLD,4.0,2.0
Kia,2015,Sportage,2015 Kia Sportage SI Premium (fwd),USED,Automatic,Front,Unleaded,8.8,56651.0,Silver / Black,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,2.0
Nissan,2010,Navara,2010 Nissan Navara ST (4X4),USED,Automatic,4WD,Diesel,10.5,388076.0,Silver / -,4 cyl,Ute / Tray,4 Doors, 5 Seats,VIC,4.0,2.5
Mazda,2013,BT-50,2013 Mazda BT-50 GT (4X4),USED,Automatic,4WD,Diesel,9.2,113255.0,Blue / -,5 cyl,Ute / Tray,4 Doors, 5 Seats,VIC,5.0,3.2
Toyota,2020,RAV4,2020 Toyota RAV4 GXL AWD Hybrid,USED,Automatic,AWD,Hybrid,4.8,61141.0,Blue / Black,4 cyl,SUV,5 Doors, 5 Seats,QLD,4.0,2.5
Ford,2014,Fiesta,2014 Ford Fiesta Sport,USED,Automatic,Front,Unleaded,5.4,76289.0,White / Black,3 cyl,Hatchback,5 Doors, 5 Seats,NSW,3.0,1.0
Kia,2021,Stonic,2021 Kia Stonic S,USED,Automatic,Front,Unleaded,6.7,27620.0,Black / Wk,4 cyl,SUV,4 Doors, 5 Seats,QLD,4.0,1.4
Subaru,2018,Outback,2018 Subaru Outback 2.0D Premium,USED,Automatic,AWD,Diesel,6.3,104186.0,Grey / -,4 cyl,SUV,4 Doors, 5 Seats,VIC,4.0,2.0
Toyota,2009,Aurion,2009 Toyota Aurion AT-X,USED,Automatic,Front,Unleaded,9.9,116598.0,Black / Grey,6 cyl,Sedan,4 Doors, 5 Seats,NSW,6.0,3.5
Kia,2021,Stonic,2021 Kia Stonic S,USED,Automatic,Front,Unleaded,6.7,26033.0,Blue / Black,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,1.4
Ssangyong,2022,Musso,2022 Ssangyong Musso Ultimate,DEMO,Automatic,4WD,Diesel,8.6,10.0,Red / Black,4 cyl,Ute / Tray,4 Doors, 5 Seats,QLD,4.0,2.2
Mazda,2013,3,2013 Mazda 3 SP20 Skyactiv,USED,Automatic,Front,Unleaded,6.2,152373.0,White / Black,4 cyl,Hatchback,5 Doors, 5 Seats,NSW,4.0,2.0
LDV,2020,T60,2020 LDV T60 Trailrider 2 (4X4) D20,USED,Automatic,4WD,Diesel,8.5,16681.0,Red / Black,4 cyl,Ute / Tray,4 Doors, 5 Seats,NSW,4.0,2.0
Ford,2015,Ranger,2015 Ford Ranger XL 2.2 HI-Rider (4X2),USED,Automatic,Rear,Diesel,8.9,194655.0,White / Black,4 cyl,Ute / Tray,4 Doors, 5 Seats,NSW,4.0,2.2
Toyota,2015,Hilux,2015 Toyota Hilux SR5 (4X4),USED,Automatic,4WD,Diesel,8.5,107084.0,Grey / Black,4 cyl,Ute / Tray,4 Doors, 5 Seats, WA,4.0,2.8
Nissan,2010,Elgrand,2010 Nissan Elgrand Highway Star Premium,USED,Automatic,Other,-,7.6,102324.0,White / Grey,-,Wagon,missing_dr,missing_seats,NSW,4.0,2.2
Kia,2021,Cerato,2021 Kia Cerato S,USED,Automatic,Front,Unleaded,7.4,22967.0,Silver / -,4 cyl,Hatchback,5 Doors, 5 Seats,VIC,4.0,2.0
Nissan,2014,Pathfinder,2014 Nissan Pathfinder ST-L X-tronic 4WD,USED,Automatic,Other,Unleaded,7.6,111743.0,Blue / Grey,-,Wagon,missing_dr,missing_seats, NT,4.0,2.2
Kia,2017,Carnival,2017 Kia Carnival S,USED,Automatic,Front,Unleaded,11.6,92207.0,Silver / Black,6 cyl,Wagon,4 Doors, 8 Seats,VIC,6.0,3.3
Holden,2015,Captiva,2015 Holden Captiva 7 LS Active (fwd),USED,Automatic,Front,Unleaded,9.0,90737.0,White / Black,4 cyl,SUV,4 Doors, 7 Seats, WA,4.0,2.4
Subaru,2010,Forester,2010 Subaru Forester X,USED,Automatic,AWD,Unleaded,9.6,214000.0,Grey / -,4 cyl,SUV,4 Doors, 5 Seats,QLD,4.0,2.5
Hyundai,2021,Tucson,2021 Hyundai Tucson Highlander (awd),USED,Automatic,AWD,Unleaded,7.2,33001.0,White / Black,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,1.6
